essround,idno,gndr,hincfel,grdfinc,gvctzpv,cntry
10,23629,Mees,Coping on present income,6,6,EE
10,23635,Mees,Difficult on present income,9,9,EE
10,23654,Naine,Coping on present income,5,9,EE
10,23693,Mees,Coping on present income,10,10,EE
10,23695,Mees,Living comfortably on present income,6,5,EE
10,23698,Mees,Coping on present income,10,10,EE
10,23729,Naine,Coping on present income,10,10,EE
10,23755,Mees,Coping on present income,10,10,EE
10,23760,Naine,Coping on present income,9,9,EE
10,23800,Mees,Coping on present income,10,10,EE
10,23810,Naine,Coping on present income,9,10,EE
10,23826,Naine,Coping on present income,5,9,EE
10,23842,Naine,Coping on present income,10,8,EE
10,23846,Naine,Coping on present income,4,4,EE
10,23850,Mees,Coping on present income,7,7,EE
10,23856,Mees,Coping on present income,10,10,EE
10,23866,Naine,Living comfortably on present income,3,3,EE
10,23867,Naine,Coping on present income,10,10,EE
10,23875,Naine,Living comfortably on present income,9,10,EE
10,23888,Mees,Coping on present income,7,7,EE
10,23930,Mees,Coping on present income,7,7,EE
10,23931,Mees,Living comfortably on present income,9,10,EE
10,23934,Mees,Coping on present income,10,10,EE
10,23949,Mees,Coping on present income,9,9,EE
10,23954,Naine,Coping on present income,8,8,EE
10,23958,Naine,Living comfortably on present income,10,10,EE
10,23964,Mees,Coping on present income,6,4,EE
10,23965,Naine,Difficult on present income,10,10,EE
10,23971,Mees,Coping on present income,8,6,EE
10,23996,Naine,Coping on present income,10,10,EE
10,24009,Mees,Difficult on present income,8,8,EE
10,24010,Naine,Coping on present income,5,5,EE
10,24011,Mees,Coping on present income,7,8,EE
10,24017,Mees,Coping on present income,5,8,EE
10,24033,Naine,Coping on present income,8,8,EE
10,24053,Naine,Coping on present income,6,7,EE
10,24056,Naine,Coping on present income,8,9,EE
10,24069,Naine,Coping on present income,10,8,EE
10,24070,Naine,Coping on present income,9,9,EE
10,24100,Mees,Coping on present income,5,7,EE
10,24105,Naine,Coping on present income,7,5,EE
10,24116,Mees,Living comfortably on present income,7,7,EE
10,24122,Naine,Coping on present income,7,10,EE
10,24148,Mees,Coping on present income,7,10,EE
10,24149,Mees,Coping on present income,10,10,EE
10,24157,Mees,Living comfortably on present income,3,5,EE
10,24174,Mees,Very difficult on present income,7,6,EE
10,24180,Mees,Coping on present income,10,10,EE
10,24181,Naine,Living comfortably on present income,10,10,EE
10,24187,Naine,Coping on present income,9,9,EE
10,24193,Mees,Living comfortably on present income,5,5,EE
10,24240,Mees,Living comfortably on present income,6,6,EE
10,24242,Naine,Coping on present income,10,10,EE
10,24253,Naine,Coping on present income,7,5,EE
10,24282,Mees,Coping on present income,5,8,EE
10,24294,Mees,Living comfortably on present income,3,6,EE
10,24298,Mees,Coping on present income,8,8,EE
10,24313,Mees,Coping on present income,9,8,EE
10,24330,Mees,Living comfortably on present income,7,7,EE
10,24332,Naine,Living comfortably on present income,10,10,EE
10,24357,Mees,Coping on present income,10,10,EE
10,24367,Naine,Living comfortably on present income,6,8,EE
10,24395,Naine,Living comfortably on present income,9,10,EE
10,24397,Naine,Living comfortably on present income,10,10,EE
10,24405,Naine,Living comfortably on present income,5,10,EE
10,24418,Naine,Coping on present income,2,0,EE
10,24423,Mees,Living comfortably on present income,8,4,EE
10,24426,Naine,Difficult on present income,10,6,EE
10,24434,Mees,Coping on present income,7,10,EE
10,24440,Mees,Coping on present income,6,8,EE
10,24444,Mees,Living comfortably on present income,7,8,EE
10,24453,Mees,Coping on present income,NA,NA,EE
10,24456,Naine,Coping on present income,5,6,EE
10,24458,Mees,Living comfortably on present income,6,6,EE
10,24497,Mees,Coping on present income,7,7,EE
10,24507,Naine,Coping on present income,7,5,EE
10,24519,Naine,Living comfortably on present income,9,8,EE
10,24522,Naine,Difficult on present income,8,8,EE
10,24529,Naine,Coping on present income,7,8,EE
10,24537,Naine,Coping on present income,10,8,EE
10,24555,Mees,Living comfortably on present income,1,1,EE
10,24556,Mees,Coping on present income,7,10,EE
10,24557,Naine,Coping on present income,10,10,EE
10,24581,Mees,Coping on present income,8,8,EE
10,24591,Naine,Living comfortably on present income,10,10,EE
10,24618,Mees,Coping on present income,6,5,EE
10,24621,Naine,Living comfortably on present income,6,6,EE
10,24629,Mees,Difficult on present income,2,2,EE
10,24640,Mees,Coping on present income,7,6,EE
10,24641,Mees,Living comfortably on present income,5,8,EE
10,24677,Mees,Coping on present income,6,5,EE
10,24729,Naine,Coping on present income,10,10,EE
10,24731,Mees,Coping on present income,9,8,EE
10,24735,Mees,Living comfortably on present income,5,6,EE
10,24736,Mees,Coping on present income,9,5,EE
10,24740,Naine,Coping on present income,10,10,EE
10,24750,Naine,Living comfortably on present income,2,8,EE
10,24758,Mees,Coping on present income,7,9,EE
10,24771,Mees,Coping on present income,6,6,EE
10,24778,Mees,Difficult on present income,9,9,EE
10,24807,Naine,Difficult on present income,9,10,EE
10,24809,Naine,Living comfortably on present income,7,7,EE
10,24817,Mees,Living comfortably on present income,10,10,EE
10,24842,Naine,Coping on present income,10,10,EE
10,24844,Naine,Coping on present income,4,9,EE
10,24848,Naine,Difficult on present income,10,10,EE
10,24850,Naine,Living comfortably on present income,8,8,EE
10,24857,Mees,Coping on present income,7,8,EE
10,24860,Mees,Coping on present income,0,10,EE
10,24865,Naine,Coping on present income,10,10,EE
10,24886,Naine,Coping on present income,9,10,EE
10,24890,Mees,Coping on present income,9,9,EE
10,24900,Mees,Difficult on present income,1,8,EE
10,24904,Mees,Living comfortably on present income,8,8,EE
10,24907,Mees,Living comfortably on present income,7,7,EE
10,24929,Mees,Difficult on present income,3,2,EE
10,24933,Naine,Living comfortably on present income,8,7,EE
10,24934,Naine,Difficult on present income,5,5,EE
10,24945,Mees,Coping on present income,5,5,EE
10,24950,Mees,Difficult on present income,5,10,EE
10,24953,Mees,Coping on present income,2,4,EE
10,24954,Mees,Living comfortably on present income,10,8,EE
10,24964,Mees,Coping on present income,10,10,EE
10,24978,Naine,Coping on present income,6,6,EE
10,24981,Mees,Coping on present income,8,9,EE
10,24988,Naine,Coping on present income,8,10,EE
10,24992,Naine,Coping on present income,3,8,EE
10,24999,Naine,Coping on present income,8,8,EE
10,25019,Naine,Coping on present income,8,10,EE
10,25030,Mees,Coping on present income,6,6,EE
10,25035,Naine,Coping on present income,5,8,EE
10,25052,Naine,Coping on present income,8,8,EE
10,25053,Mees,Coping on present income,5,10,EE
10,25083,Mees,Living comfortably on present income,0,5,EE
10,25084,Mees,Coping on present income,9,10,EE
10,25087,Mees,Coping on present income,10,8,EE
10,25116,Naine,Coping on present income,9,8,EE
10,25134,Naine,Coping on present income,10,10,EE
10,25137,Mees,Living comfortably on present income,9,9,EE
10,25144,Mees,Coping on present income,8,8,EE
10,25153,Mees,Coping on present income,10,10,EE
10,25157,Naine,Coping on present income,5,7,EE
10,25158,Mees,Coping on present income,10,10,EE
10,25167,Mees,Very difficult on present income,7,8,EE
10,25173,Naine,Coping on present income,6,10,EE
10,25208,Naine,Living comfortably on present income,8,6,EE
10,25220,Naine,Coping on present income,6,8,EE
10,25223,Naine,Living comfortably on present income,8,8,EE
10,25239,Mees,Coping on present income,10,10,EE
10,25262,Naine,Very difficult on present income,9,9,EE
10,25293,Naine,Coping on present income,5,10,EE
10,25300,Naine,Coping on present income,9,9,EE
10,25329,Mees,Coping on present income,10,10,EE
10,25333,Mees,Living comfortably on present income,9,9,EE
10,25346,Mees,Coping on present income,5,6,EE
10,25347,Mees,Coping on present income,8,9,EE
10,25363,Naine,Difficult on present income,6,6,EE
10,25369,Naine,Living comfortably on present income,10,10,EE
10,25442,Naine,Coping on present income,10,10,EE
10,25445,Naine,Difficult on present income,6,6,EE
10,25447,Naine,Coping on present income,7,6,EE
10,25496,Naine,Coping on present income,10,10,EE
10,25499,Mees,Difficult on present income,10,10,EE
10,25531,Naine,Coping on present income,5,4,EE
10,25567,Mees,Living comfortably on present income,7,7,EE
10,25585,Naine,Coping on present income,8,9,EE
10,25614,Naine,Coping on present income,9,9,EE
10,25632,Mees,Living comfortably on present income,8,9,EE
10,25638,Mees,Coping on present income,10,10,EE
10,25651,Mees,Difficult on present income,5,5,EE
10,25662,Mees,Living comfortably on present income,7,9,EE
10,25664,Naine,Living comfortably on present income,8,10,EE
10,25666,Mees,Coping on present income,7,8,EE
10,25667,Mees,Coping on present income,5,10,EE
10,25680,Mees,Coping on present income,8,8,EE
10,25682,Naine,Living comfortably on present income,6,6,EE
10,25703,Naine,Living comfortably on present income,10,10,EE
10,25716,Naine,Coping on present income,10,10,EE
10,25742,Mees,Coping on present income,10,10,EE
10,25747,Naine,Coping on present income,8,9,EE
10,25756,Naine,Coping on present income,6,6,EE
10,25761,Mees,Living comfortably on present income,10,10,EE
10,25771,Naine,Coping on present income,7,8,EE
10,25773,Naine,Coping on present income,10,10,EE
10,25774,Mees,Living comfortably on present income,10,10,EE
10,25791,Mees,Coping on present income,5,5,EE
10,25793,Mees,Coping on present income,6,6,EE
10,25795,Mees,Coping on present income,8,8,EE
10,25808,Mees,Living comfortably on present income,5,5,EE
10,25814,Naine,Difficult on present income,10,10,EE
10,25815,Mees,Coping on present income,9,10,EE
10,25834,Mees,Coping on present income,6,6,EE
10,25835,Naine,Living comfortably on present income,6,10,EE
10,25836,Mees,Living comfortably on present income,6,9,EE
10,25837,Naine,Very difficult on present income,5,10,EE
10,25846,Naine,Coping on present income,10,10,EE
10,25855,Mees,Living comfortably on present income,4,4,EE
10,25856,Mees,Living comfortably on present income,8,10,EE
10,25857,Naine,Coping on present income,7,10,EE
10,25870,Mees,Coping on present income,10,10,EE
10,25877,Mees,Coping on present income,10,10,EE
10,25882,Naine,Difficult on present income,10,10,EE
10,25892,Naine,Coping on present income,9,10,EE
10,25895,Mees,Coping on present income,5,5,EE
10,25897,Naine,Living comfortably on present income,9,5,EE
10,25899,Naine,Coping on present income,10,10,EE
10,25900,Mees,Coping on present income,10,10,EE
10,25917,Mees,Living comfortably on present income,8,8,EE
10,25931,Mees,Coping on present income,0,9,EE
10,25942,Naine,Coping on present income,8,8,EE
10,25947,Naine,Coping on present income,5,5,EE
10,25958,Naine,Coping on present income,10,10,EE
10,25972,Naine,Coping on present income,6,5,EE
10,25977,Mees,Coping on present income,10,10,EE
10,25982,Naine,Coping on present income,10,10,EE
10,26026,Mees,Difficult on present income,6,8,EE
10,26038,Naine,Living comfortably on present income,9,10,EE
10,26039,Mees,Difficult on present income,7,9,EE
10,26041,Naine,Coping on present income,7,9,EE
10,26051,Mees,Living comfortably on present income,0,0,EE
10,26059,Naine,Coping on present income,7,0,EE
10,26102,Mees,Coping on present income,5,8,EE
10,26109,Naine,Coping on present income,10,10,EE
10,26122,Naine,Living comfortably on present income,7,7,EE
10,26149,Naine,Coping on present income,10,10,EE
10,26151,Naine,Living comfortably on present income,9,9,EE
10,26152,Naine,Coping on present income,8,8,EE
10,26153,Naine,Coping on present income,8,10,EE
10,26165,Naine,Coping on present income,10,9,EE
10,26170,Mees,Coping on present income,5,5,EE
10,26182,Mees,Coping on present income,7,10,EE
10,26184,Mees,Living comfortably on present income,9,9,EE
10,26260,Naine,Living comfortably on present income,9,9,EE
10,26266,Mees,Difficult on present income,8,9,EE
10,26284,Naine,Coping on present income,10,3,EE
10,26301,Mees,Coping on present income,6,8,EE
10,26310,Naine,Coping on present income,5,5,EE
10,26311,Mees,Coping on present income,10,10,EE
10,26318,Naine,Coping on present income,8,10,EE
10,26329,Mees,Coping on present income,10,10,EE
10,26336,Naine,Coping on present income,5,7,EE
10,26343,Naine,Living comfortably on present income,10,10,EE
10,26361,Naine,Difficult on present income,6,10,EE
10,26368,Naine,Coping on present income,8,7,EE
10,26373,Naine,Coping on present income,10,10,EE
10,26380,Naine,Coping on present income,10,10,EE
10,26381,Naine,Coping on present income,10,10,EE
10,26397,Naine,Coping on present income,7,10,EE
10,26398,Mees,Difficult on present income,7,10,EE
10,26400,Naine,Coping on present income,10,10,EE
10,26404,Mees,Coping on present income,7,9,EE
10,26412,Naine,Difficult on present income,8,9,EE
10,26421,Mees,Living comfortably on present income,0,2,EE
10,26443,Naine,Living comfortably on present income,10,10,EE
10,26447,Naine,Coping on present income,4,8,EE
10,26450,Mees,Difficult on present income,6,6,EE
10,26467,Mees,Coping on present income,10,10,EE
10,26470,Mees,Coping on present income,10,10,EE
10,26475,Mees,Coping on present income,7,10,EE
10,26514,Mees,Coping on present income,8,8,EE
10,26518,Naine,Living comfortably on present income,7,7,EE
10,26525,Naine,Difficult on present income,7,8,EE
10,26537,Naine,Coping on present income,6,7,EE
10,26567,Mees,Coping on present income,10,10,EE
10,26577,Mees,Living comfortably on present income,10,0,EE
10,26578,Naine,Coping on present income,6,7,EE
10,26593,Mees,Difficult on present income,8,9,EE
10,26596,Naine,Living comfortably on present income,NA,NA,EE
10,26614,Mees,Coping on present income,9,9,EE
10,26621,Naine,Coping on present income,9,9,EE
10,26649,Mees,Coping on present income,7,8,EE
10,26659,Naine,Coping on present income,10,10,EE
10,26664,Mees,Living comfortably on present income,7,4,EE
10,26687,Naine,Coping on present income,7,7,EE
10,26701,Naine,Coping on present income,9,9,EE
10,26716,Mees,Coping on present income,10,10,EE
10,26747,Mees,Coping on present income,10,10,EE
10,26754,Mees,Difficult on present income,8,8,EE
10,26785,Mees,Living comfortably on present income,7,7,EE
10,26789,Naine,Difficult on present income,10,10,EE
10,26796,Naine,Difficult on present income,6,9,EE
10,26800,Mees,Difficult on present income,10,10,EE
10,26804,Mees,Living comfortably on present income,9,9,EE
10,26815,Naine,Coping on present income,6,6,EE
10,26818,Naine,Difficult on present income,8,8,EE
10,26819,Mees,Living comfortably on present income,8,10,EE
10,26830,Naine,Difficult on present income,9,9,EE
10,26833,Naine,Coping on present income,9,9,EE
10,26843,Mees,Coping on present income,8,10,EE
10,26849,Mees,Living comfortably on present income,NA,NA,EE
10,26850,Naine,Coping on present income,5,6,EE
10,26854,Naine,Coping on present income,7,7,EE
10,26872,Naine,Difficult on present income,10,10,EE
10,26877,Naine,Coping on present income,10,10,EE
10,26878,Mees,Coping on present income,8,5,EE
10,26887,Mees,Coping on present income,7,8,EE
10,26899,Mees,Coping on present income,8,7,EE
10,26918,Naine,Difficult on present income,10,10,EE
10,26947,Mees,Living comfortably on present income,5,5,EE
10,26972,Naine,Coping on present income,10,10,EE
10,26984,Mees,Coping on present income,8,8,EE
10,26986,Mees,Coping on present income,10,10,EE
10,27020,Naine,Coping on present income,3,3,EE
10,27022,Naine,Coping on present income,9,10,EE
10,27035,Naine,Coping on present income,10,10,EE
10,27056,Mees,Coping on present income,3,7,EE
10,27099,Naine,Coping on present income,7,9,EE
10,27109,Naine,Living comfortably on present income,5,6,EE
10,27118,Naine,Coping on present income,10,10,EE
10,27129,Mees,Living comfortably on present income,9,10,EE
10,27131,Mees,Coping on present income,5,8,EE
10,27139,Naine,Very difficult on present income,10,10,EE
10,27141,Mees,Coping on present income,6,6,EE
10,27142,Naine,Living comfortably on present income,10,10,EE
10,27149,Naine,Coping on present income,5,7,EE
10,27158,Mees,Difficult on present income,10,10,EE
10,27172,Naine,Coping on present income,6,6,EE
10,27193,Mees,Coping on present income,10,10,EE
10,27194,Naine,Difficult on present income,10,10,EE
10,27201,Naine,Coping on present income,10,10,EE
10,27204,Mees,Coping on present income,8,8,EE
10,27207,Naine,Coping on present income,10,10,EE
10,27228,Mees,Coping on present income,5,7,EE
10,27234,Naine,Coping on present income,9,8,EE
10,27236,Naine,Coping on present income,10,10,EE
10,27238,Mees,Coping on present income,8,8,EE
10,27254,Naine,Living comfortably on present income,10,10,EE
10,27256,Naine,Difficult on present income,7,6,EE
10,27259,Naine,Coping on present income,10,10,EE
10,27284,Naine,Difficult on present income,10,10,EE
10,27298,Mees,Coping on present income,5,8,EE
10,27308,Naine,Living comfortably on present income,6,6,EE
10,27339,Mees,Coping on present income,7,7,EE
10,27343,Mees,Coping on present income,5,5,EE
10,27368,Naine,Living comfortably on present income,5,6,EE
10,27380,Naine,Coping on present income,7,8,EE
10,27390,Naine,Coping on present income,8,10,EE
10,27401,Naine,Coping on present income,9,10,EE
10,27427,Mees,Living comfortably on present income,7,6,EE
10,27433,Naine,Difficult on present income,10,9,EE
10,27443,Naine,Living comfortably on present income,8,9,EE
10,27459,Mees,Difficult on present income,5,5,EE
10,27477,Mees,Coping on present income,8,10,EE
10,27482,Naine,Coping on present income,6,6,EE
10,27486,Naine,Coping on present income,5,10,EE
10,27497,Naine,Living comfortably on present income,9,10,EE
10,27505,Naine,Difficult on present income,8,8,EE
10,27542,Naine,Coping on present income,10,10,EE
10,27545,Naine,Difficult on present income,8,7,EE
10,27548,Mees,Living comfortably on present income,7,7,EE
10,27551,Naine,Living comfortably on present income,8,8,EE
10,27586,Naine,Coping on present income,6,8,EE
10,27616,Naine,Coping on present income,5,8,EE
10,27629,Naine,Coping on present income,9,10,EE
10,27652,Mees,Living comfortably on present income,10,10,EE
10,27663,Naine,Coping on present income,9,6,EE
10,27674,Naine,Coping on present income,9,10,EE
10,27680,Naine,Living comfortably on present income,3,6,EE
10,27682,Mees,Difficult on present income,10,10,EE
10,27693,Naine,Living comfortably on present income,10,10,EE
10,27695,Mees,Coping on present income,6,7,EE
10,27707,Naine,Coping on present income,8,8,EE
10,27710,Naine,Living comfortably on present income,9,10,EE
10,27720,Mees,Living comfortably on present income,5,5,EE
10,27731,Naine,Coping on present income,6,7,EE
10,27733,Naine,Difficult on present income,7,10,EE
10,27760,Mees,Coping on present income,10,10,EE
10,27775,Naine,Coping on present income,5,5,EE
10,27794,Naine,Coping on present income,10,10,EE
10,27845,Mees,Living comfortably on present income,10,NA,EE
10,27848,Naine,Living comfortably on present income,9,9,EE
10,27866,Mees,Coping on present income,8,8,EE
10,27870,Naine,Coping on present income,6,5,EE
10,27891,Mees,Living comfortably on present income,10,10,EE
10,27892,Naine,Coping on present income,7,8,EE
10,27899,Naine,Difficult on present income,1,9,EE
10,27902,Mees,Coping on present income,0,7,EE
10,27904,Mees,Living comfortably on present income,7,8,EE
10,27919,Mees,Living comfortably on present income,10,10,EE
